class	supervoxel_id	root_id	group	side	type	Namiki_name	synonyms	comment	long_tract	soma_location	soma_division	neuropil	neuropilgroup	cluster	confidence_LM_1_5	x	y	z
DN	78396141670136558	720575940637896893	720575940614682274	R	DNge090					g	brain	GNG_SAD	GNG	14		135115	80410	5798
DN	80929485113490197	720575940620110215	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		128807	78391	5189
DN	80929485113483211	720575940621071495	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		129593	80271	5798
DN	80929485113482848	720575940615659521	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		129780	80121	5798
DN	80929485113489712	720575940638094911	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		129888	79807	5798
DN	80859047649780377	720575940629965708	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		129573	79917	5798
DN	80929485113486916	720575940630990533	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		128734	78564	5184
DN	80859116369291328	720575940615495867	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		127957	78528	5079
DN	80929485113496823	720575940617295321	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		129179	78152	5294
DN	80929485113489934	720575940649992569	720575940611087786	L	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		128682	78619	5204
DN	78396141670137925	720575940617477022	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		134663	79871	5798
DN	78396141670139148	720575940629725545	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		134711	80037	5798
DN	78396141670137869	720575940611610670	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		135196	80378	5798
DN	78396141670147137	720575940625187940	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		134779	80278	5798
DN	78396141670145582	720575940636606554	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		135278	80560	5798
DN	78396141670137919	720575940611087786	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		134277	79744	5798
DN	78396141670145816	720575940625065653	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		134171	79230	5798
DN	78396141670136538	720575940622123400	720575940611087786	R	DNge091					g	brain	SAD_AMMC	AVLP_AMMC_WED	14		134421	79572	5798
DN	80999853857635544	720575940619910080	720575940614046395	L	DNge092					g	brain	GNG_IPS	PS_LAL	6		128909	78202	5320
DN	80929485113487793	720575940636186463	720575940614046395	L	DNge092					g	brain	GNG_IPS	PS_LAL	6		128949	78104	5307
DN	78466510414327394	720575940614046395	720575940614046395	R	DNge092					g	brain	GNG_IPS	PS_LAL	6		134418	79236	5798
DN	78396141670137841	720575940634526560	720575940614046395	R	DNge092					g	brain	GNG_IPS	PS_LAL	6		134284	79386	5798
DN	80859116369305537	720575940623543117	720575940619676598	L	DNge093					g	brain	GNG_SAD	GNG	14		128748	78607	5108
DN	80929485113490186	720575940619676598	720575940619676598	L	DNge093					g	brain	GNG_SAD	GNG	14		128646	78700	5107
DN	78396141670137682	720575940621071017	720575940619676598	R	DNge093					g	brain	GNG_SAD	GNG	14		135803	80929	5798
DN	78396141670143225	720575940624374334	720575940619676598	R	DNge093					g	brain	GNG_SAD	GNG	14		134957	79830	5798
DN	80929485113485205	720575940623899082	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		130111	79539	5798
DN	80929485113487616	720575940621002480	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		129172	78196	5193
DN	80929485113493521	720575940623193293	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		128321	78744	5120
DN	80929485113490052	720575940632934751	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		130081	79469	5798
DN	80929485113487482	720575940624882151	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		130014	79574	5798
DN	80929485113493141	720575940623498876	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		129565	80345	5798
DN	80929485113493046	720575940630829563	720575940604729312	L	DNge094					g	brain	IPS_GNG	PS_LAL	14		130197	78954	5798
DN	78396141670139085	720575940615364564	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		134462	79402	5798
DN	78114460468066120	720575940640630589	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		134472	79631	5798
DN	78396141670139271	720575940620804566	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		135094	80491	5798
DN	78396141670135187	720575940606856405	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		134868	79943	5798
DN	78396141670128328	720575940612373423	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		135079	80607	5798
DN	78396141670137913	720575940604729312	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		134444	79332	5798
DN	78396141670135241	720575940621783628	720575940604729312	R	DNge094					g	brain	IPS_GNG	PS_LAL	14		135037	80571	5798
DN	80929485113485234	720575940630505334	720575940618870113	L	DNge095					g	brain	GNG	GNG	6		128028	80266	5798
DN	78396141670143023	720575940618870113	720575940618870113	R	DNge095					g	brain	GNG	GNG	6		135120	79999	5798
DN	80296166281114882	720575940632412333	720575940632412333	L	DNge096					g	brain	GNG	GNG	3		128141	81467	5798
DN	77691904271143447	720575940654094241	720575940632412333	R	DNge096					g	brain	GNG	GNG	3		135216	81504	5798
DN	80225728817471400	720575940617990228	720575940613590579	L	DNge097					g	brain	IPS_GNG	PS_LAL	6		128125	81145	5798
DN	78535367397489105	720575940613590579	720575940613590579	R	DNge097					g	brain	IPS_GNG	PS_LAL	6		137496	81754	5798
DN	80296166281109516	720575940617373268	720575940617373268	L	DNge098					g	brain	GNG	GNG	11		127957	81664	5798
DN	77762410454715648	720575940620473547	720575940617373268	R	DNge098					g	brain	GNG	GNG	11		136170	82472	5798
DN	79451398156286130	720575940628883535	720575940628883535	L	DNge099					g	brain	multi	multi	16		128937	81891	5798
DN	79240016777587703	720575940631091407	720575940628883535	R	DNge099					g	brain	multi	multi	16		135280	82712	5798
DN	81703403859952853	720575940619530187	720575940619530187	L	DNge100					g	brain	GNG	GNG	11		128386	81990	5798
DN	77410429428847438	720575940629792060	720575940619530187	R	DNge100					g	brain	GNG	GNG	11		135780	82105	5798
DN	80296097561655635	720575940639553920	720575940607451081	L	DNge101					g	brain	GNG	GNG	12		127994	81945	5798
DN	78818422653424092	720575940607451081	720575940607451081	R	DNge101					g	brain	GNG	GNG	12		137190	82981	5798
DN	81210685077774833	720575940611474925	720575940611474925	L	DNge102					g	brain	GNG	GNG	15		137749	87348	5284
DN	81140316333504852	720575940616498742	720575940611474925	L	DNge102					g	brain	GNG	GNG	15		135134	84874	5798
DN	78114254242577585	720575940623706405	720575940611474925	R	DNge102					g	brain	GNG	GNG	15		128344	83385	5798
DN	79732941785899527	720575940614075363	720575940614075363	L	DNge103					g	brain	multi	multi	16		133708	83691	5798
DN	78043954419071574	720575940630803727	720575940614075363	R	DNge103					g	brain	multi	multi	16		128436	83703	5798
DN	79451604046502927	720575940640723315	720575940623037720	L	DNge104					g	brain	GNG	GNG	4		128869	83615	5798
DN	79100103788696083	720575940623037720	720575940623037720	R	DNge104					g	brain	GNG	GNG	4		133318	84960	5810
DN	80296303787247491	720575940623781611	720575940623781611	L	DNge105					g	brain	GNG	GNG	10		134450	74510	5798
DN	78888997623108507	720575940637612974	720575940623781611	R	DNge105					g	brain	GNG	GNG	10		129280	74685	5798
DN	81070085162741436	720575940631662648	720575940624484796	L	DNge106					g	brain	GNG	GNG	11		134604	74664	5798
DN	78888997623102219	720575940624484796	720575940624484796	R	DNge106					g	brain	GNG	GNG	11		129174	74721	5798
DN	80296166281116122	720575940613917359	720575940613917359	L	DNge107					g	brain	multi	multi	6		134293	75537	5798
DN	78887898245606693	720575940626982181	720575940613917359	R	DNge107					g	brain	multi	multi	6		129831	75861	5798
DN	80929485113487711	720575940630290536	720575940622944196	L	DNge108					g	brain	GNG	GNG	6		128958	78226	5181
DN	78396141670147964	720575940622944196	720575940622944196	R	DNge108					g	brain	GNG	GNG	6		134985	79933	5798
DN	78396141670145595	720575940632788025	720575940622944196	R	DNge108					g	brain	GNG	GNG	6		135157	80069	5798
DN	80859047649791609	720575940621121159	720575940621121159	L	DNge109					g	brain	GNG_IPS	PS_LAL	6		128977	78418	5191
DN	78396141670136641	720575940626296339	720575940621121159	R	DNge109					g	brain	GNG_IPS	PS_LAL	6		134298	78762	5798
DN	80929485113487500	720575940634583694	720575940623934096	L	DNge110					g	brain	GNG_IPS	PS_LAL	14		129080	78460	5202
DN	78396141670122657	720575940623934096	720575940623934096	R	DNge110					g	brain	GNG_IPS	PS_LAL	14		135363	80343	5798
DN	80929485113483345	720575940631061900	720575940611498419	L	DNge111					g	brain	SAD_GNG	GNG	14		129095	78230	5286
DN	80929485113496019	720575940636104767	720575940611498419	L	DNge111					g	brain	SAD_GNG	GNG	14		129006	78240	5246
DN	78466510414315317	720575940632626402	720575940611498419	R	DNge111					g	brain	SAD_GNG	GNG	14		134528	79371	5798
DN	78396141670142996	720575940611976618	720575940611498419	R	DNge111					g	brain	SAD_GNG	GNG	14		134344	78951	5798
DN	78396141670139130	720575940611498419	720575940611498419	R	DNge111					g	brain	SAD_GNG	GNG	14		134506	79517	5798
DN	80859047649799960	720575940638084149	720575940606702601	L	DNge112					g	brain	GNG	GNG	14		129047	78127	5279
DN	78396141670150617	720575940606702601	720575940606702601	R	DNge112					g	brain	GNG	GNG	14		134397	79627	5798
DN	80647460447683871	720575940629139968	720575940610091955	L	DNge113					g	brain	AMMC_SAD	AVLP_AMMC_WED	13		129292	78305	5342
DN	81351560139219896	720575940618427156	720575940610091955	L	DNge113					g	brain	AMMC_SAD	AVLP_AMMC_WED	13		129376	78424	5328
DN	78396141670141742	720575940627722234	720575940610091955	R	DNge113					g	brain	AMMC_SAD	AVLP_AMMC_WED	13		134901	79531	5798
DN	78466510414314105	720575940610091955	720575940610091955	R	DNge113					g	brain	AMMC_SAD	AVLP_AMMC_WED	13		134334	79532	5798
DN	78606560708248178	720575940632574946	720575940610091955	R	DNge113					g	brain	AMMC_SAD	AVLP_AMMC_WED	13		134654	79339	5798
DN	80929485113493340	720575940619372726	720575940612028017	L	DNge114					g	brain	IPS_GNG	PS_LAL	6		129452	78560	5394
DN	80929485113493387	720575940630033913	720575940612028017	L	DNge114					g	brain	IPS_GNG	PS_LAL	6		129967	77691	5798
DN	80929485113485671	720575940641793440	720575940612028017	L	DNge114					g	brain	IPS_GNG	PS_LAL	6		129875	77858	5798
DN	80929485113487635	720575940630333911	720575940612028017	L	DNge114					g	brain	IPS_GNG	PS_LAL	6		129922	77689	5798
DN	78044091790807475	720575940612028017	720575940612028017	R	DNge114					g	brain	IPS_GNG	PS_LAL	6		134338	79222	5798
DN	78396141670136543	720575940639479168	720575940612028017	R	DNge114					g	brain	IPS_GNG	PS_LAL	6		134320	78866	5798
DN	80929485113493352	720575940621599604	720575940611552370	L	DNge115					g	brain	GNG_IPS	PS_LAL	6		129649	78036	5798
DN	80999853857651310	720575940611552370	720575940611552370	L	DNge115					g	brain	GNG_IPS	PS_LAL	6		129808	77969	5798
DN	80999853857629921	720575940628825348	720575940611552370	L	DNge115					g	brain	GNG_IPS	PS_LAL	6		129807	79123	5472
DN	80929485113493737	720575940618086535	720575940611552370	L	DNge115					g	brain	GNG_IPS	PS_LAL	6		129551	79495	5798
DN	78396141670137892	720575940619590360	720575940611552370	R	DNge115					g	brain	GNG_IPS	PS_LAL	6		134291	78980	5798
DN	78396141670140555	720575940631627551	720575940611552370	R	DNge115					g	brain	GNG_IPS	PS_LAL	6		134382	79039	5798
DN	78396141670131136	720575940642369736	720575940611552370	R	DNge115					g	brain	GNG_IPS	PS_LAL	6		134832	79674	5798
DN	78396141670145665	720575940614562207	720575940611552370	R	DNge115					g	brain	GNG_IPS	PS_LAL	6		134835	79819	5798
DN	80929485113551051	720575940634279543	720575940602534112	L	DNge116					g	brain	GNG	GNG	6		129738	78043	5798
DN	80929485113490596	720575940602534112	720575940602534112	L	DNge116					g	brain	GNG	GNG	6		130080	78022	5798
DN	77903148077203475	720575940631051065	720575940602534112	R	DNge116					g	brain	GNG	GNG	6		134302	79082	5798
DN	78396141670142983	720575940640140733	720575940602534112	R	DNge116					g	brain	GNG	GNG	6		134212	79473	5798
DN	81421860231083811	720575940623776235	720575940603786686	L	DNge117					g	brain	multi	multi	6		129202	77662	5798
DN	78959160410194870	720575940603786686	720575940603786686	R	DNge117					g	brain	multi	multi	6		134274	78382	5798
DN	81773772537195771	720575940614107554	720575940614107554	L	DNge118					g	brain	GNG_IPS	PS_LAL	6		128977	78796	5204
DN	78396141670141850	720575940623537485	720575940614107554	R	DNge118					g	brain	GNG_IPS	PS_LAL	6		135019	80094	5798
DN	81703335140893773	720575940619191966	720575940610605614	L	DNge119					g	brain	GNG_SAD	GNG	15		129575	81248	5798
DN	79873541901879432	720575940610605614	720575940610605614	R	DNge119					g	brain	GNG_SAD	GNG	15		135046	81400	5798
DN	80155566298921477	720575940631543414	720575940621801456	L	DNge120					g	brain	GNG	GNG	16		129088	81858	5798
DN	79029735111732773	720575940621801456	720575940621801456	R	DNge120					g	brain	GNG	GNG	16		135313	82023	5798
DN	81421241822715874	720575940635212139	720575940635212139	L	DNge121					g	brain	GNG	GNG	4		133012	84131	5798
DN	77972898547200602	720575940637870510	720575940635212139	R	DNge121					g	brain	GNG	GNG	4		129601	83198	5798
DN	80225797604143420	720575940631342073	720575940631342073	L	DNge122					g	brain	GNG	GNG	4		129574	83387	5798
DN	78959366300238065	720575940647031860	720575940631342073	R	DNge122					g	brain	GNG	GNG	4		133558	84807	5798
DN	80296372506908867	720575940614909506	720575940614909506	L	DNge123					g	brain	GNG_IPS	PS_LAL	15		130456	77177	5798
DN	80295410568505225	720575940620297819	720575940614909506	R	DNge123					g	brain	GNG_IPS	PS_LAL	15		133922	79329	5798
DN	81491954097296093	720575940626889491	720575940624537284	L	DNge124					g	brain	GNG_VES	VES	15		130832	77351	5798
DN	77902735894625606	720575940624537284	720575940624537284	R	DNge124					g	brain	GNG_VES	VES	15		133527	78517	5798
DN	81562391561051198	720575940605658033	720575940605658033	L	DNge125					g	brain	GNG	GNG	12		130078	76670	5798
DN	78607041744767510	720575940642449909	720575940605658033	R	DNge125					g	brain	GNG	GNG	12		133788	78770	5798
DN	80929485113487841	720575940631721287	720575940626189657	L	DNge126					g	brain	IPS_GNG	PS_LAL	6		129968	78162	5798
DN	78396141670144505	720575940626189657	720575940626189657	R	DNge126					g	brain	IPS_GNG	PS_LAL	6		134382	79368	5798
DN	80225728817480987	720575940640486488	720575940621399174	L	DNge127					g	brain	multi	multi	16		130789	79112	5798
DN	79169304436351562	720575940621399174	720575940621399174	R	DNge127					g	brain	multi	multi	16		133059	78725	5798
DN	80155566500645403	720575940652104694	720575940619024542	L	DNge128					g	brain	GNG	GNG	10		133194	79993	5798
DN	77902873333743697	720575940619024542	720575940619024542	R	DNge128					g	brain	GNG	GNG	10		130603	79946	5798
DN	80296166281120148	720575940628264585	720575940613339875	L	DNge129					g	brain	GNG_SAD	GNG	12		130772	81132	5798
DN	78818353933950524	720575940613339875	720575940613339875	R	DNge129					g	brain	GNG_SAD	GNG	12		132851	79778	5798
DN	80296029111048249	720575940632043320	720575940627490459	L	DNge130					g	brain	multi	multi	13		130877	81981	5798
DN	79592135577455538	720575940627490459	720575940627490459	R	DNge130					g	brain	multi	multi	13		133366	82330	5798
DN	79592204364120185	720575940621107847	720575940617918021	L	DNge131					g	brain	GNG	GNG	15		130408	83517	5798
DN	78748191348086122	720575940617918021	720575940617918021	R	DNge131					g	brain	GNG	GNG	15		132711	83888	5798
DN	81492022816698581	720575940613838289	720575940613838289	L	DNge132					g	brain	GNG	GNG	4		134083	83936	5798
DN	77902804613939184	720575940631982952	720575940613838289	R	DNge132					g	brain	GNG	GNG	4		130136	83205	5798
DN	81421654072773088	720575940608716809	720575940608716809	L	DNge133					g	brain	GNG	GNG	10		133537	83811	5798
DN	78536673000575582	720575940644467360	720575940608716809	R	DNge133					g	brain	GNG	GNG	10		129997	83320	5798
DN	79874160109087038	720575940631124076	720575940631124076	L	DNge134					g	brain	GNG_IPS	PS_LAL	12		132787	76690	5798
DN	79662985156970080	720575940631469452	720575940631124076	R	DNge134					g	brain	GNG_IPS	PS_LAL	12		131232	75971	5798
DN	80296166281116250	720575940622263066	720575940622263066	L	DNge135					g	brain	multi	multi	12		131289	76846	5798
DN	77621535527167285	720575940635355804	720575940622263066	R	DNge135					g	brain	multi	multi	12		132776	76581	5798
DN	80225728884649459	720575940606425033	720575940605714878	L	DNge136					g	brain	multi	multi	16		131261	76987	5798
DN	80225728884654599	720575940610604078	720575940605714878	L	DNge136					g	brain	multi	multi	16		131129	77756	5798
DN	78677822603924276	720575940605714878	720575940605714878	R	DNge136					g	brain	multi	multi	16		132531	76919	5798
DN	78044229028381345	720575940633996883	720575940605714878	R	DNge136					g	brain	multi	multi	16		132548	76758	5798
DN	81140591076953650	720575940628659049	720575940622933765	L	DNge137					g	brain	GNG	GNG	11		132380	76821	5798
DN	78677822603950168	720575940622933765	720575940622933765	R	DNge137					g	brain	GNG	GNG	11		131338	77198	5798
DN	79661885779239065	720575940611108676	720575940611108676	M	DNge138					g	brain	multi	multi	14		131235	77496	5798
DN	79802623267720000	720575940627790991	720575940611108676	M	DNge138					g	brain	multi	multi	14		132912	78656	5798
DN	80436697678102955	720575940617296029	720575940617296029	L	DNge139					g	brain	GNG	GNG	12		131259	79135	5798
DN	77903216729334823	720575940630403031	720575940617296029	R	DNge139					g	brain	GNG	GNG	12		132537	77928	5798
DN	80225728884649045	720575940614736034	720575940614736034	L	DNge140					g	brain	IPS_GNG	PS_LAL	14		131170	78613	5798
DN	78396278974889011	720575940614759149	720575940614736034	R	DNge140					g	brain	IPS_GNG	PS_LAL	14		132885	79473	5798
DN	79662435669354641	720575940627044885	720575940627044885	L	DNge141					g	brain	multi	multi	14		131054	81335	5798
DN	79170472600065563	720575940639314229	720575940627044885	R	DNge141					g	brain	multi	multi	14		132547	79566	5798
DN	80225728817481544	720575940607170178	720575940607170178	L	DNge142					g	brain	GNG_SAD	GNG	12		131339	83499	5798
DN	78748053909222100	720575940627629598	720575940607170178	R	DNge142					g	brain	GNG_SAD	GNG	12		132320	82320	5798
DN	80014897731700038	720575940634782359	720575940634782359	L	DNge143					g	brain	GNG	GNG	11		132319	76882	5495
DN	77691835753523499	720575940660220289	720575940634782359	R	DNge143					g	brain	GNG	GNG	11		136668	75843	5798
DN	81703335141067273	720575940626268761	720575940626268761	L	DNge144					g	brain	GNG	GNG	16		139633	82981	5798
DN	77621467009246460	720575940629774274	720575940626268761	R	DNge144					g	brain	GNG	GNG	16		123759	80092	5670
DN	80929485113473594	720575940622728728	720575940612058543	L	DNge145					g	brain	SAD_AMMC	AVLP_AMMC_WED	13		128946	78030	5298
DN	80999853857646708	720575940638019184	720575940612058543	L	DNge145					g	brain	SAD_AMMC	AVLP_AMMC_WED	13		129235	78399	5341
DN	78396141670149407	720575940636898270	720575940612058543	R	DNge145					g	brain	SAD_AMMC	AVLP_AMMC_WED	13		134048	78943	5798
DN	78465754500285219	720575940612058543	720575940612058543	R	DNge145					g	brain	SAD_AMMC	AVLP_AMMC_WED	13		134490	79168	5798
DN	81844141281228798	720575940623132621	720575940623132621	L	DNge146					g	brain	GNG	GNG	11		138040	83997	5798
DN	77410360642553129	720575940630839371	720575940623132621	R	DNge146					g	brain	GNG	GNG	11		126486	82205	5798
DN	80296235067801022	720575940632178892	720575940609417995	L	DNge147					g	brain	GNG	GNG	12		137681	83564	5798
DN	79451398156296256	720575940609417995	720575940609417995	R	DNge147					g	brain	GNG	GNG	12		128148	81865	5798
DN	81491885378168435	720575940627845704	720575940622248453	L	DNge148					g	brain	GNG	GNG	15		127238	81347	5798
DN	78817529635953164	720575940622248453	720575940622248453	R	DNge148					g	brain	GNG	GNG	15		138720	82402	5798
DN	79662641626859140	720575940607384242	720575940607384242	M	DNge149					g	brain	GNG_SAD	GNG	12		123636	78254	5798
DN	79662847785208184	720575940625489160	720575940625489160	M	DNge150					g	brain	multi	multi	12		131176	77358	5798
DN	79662985290834950	720575940616167986	720575940616167986	M	DNge151					g	brain	multi	multi	16		126283	72999	5789
DN	79874091523590893	720575940622237466	720575940622237466	M	DNge152					g	brain	multi	multi	16		123863	79774	5798
DN	79944460200551535	720575940619434587	720575940606753884	L	DNge153					g	brain	GNG	GNG	11		131439	84286	5798
DN	79662641827771699	720575940606753884	720575940606753884	L	DNge153					g	brain	GNG	GNG	11		131717	84458	5798
DN	80929485113477155	720575940622805700	720575940622805700	L	DNge154					g	brain	multi	multi	14		128642	78554	5206
DN	78396141670150776	720575940636671886	720575940636671886	R	DNge156					g	brain	GNG_SAD	GNG	6		134795	79983	5798
DN	80225728884651842	720575940630119532	720575940624991495	L	DNge172		mute			g	brain	GNG	GNG	2	5	123961	78843	5798
DN	79591723126711561	720575940624991495	720575940624991495	R	DNge172		mute			g	brain	GNG	GNG	2	5	139852	81010	5798
DN	80296372506900829	720575940626557442	720575940610001220	L	DNge173		bract			g	brain	GNG	GNG	11	5	137619	83626	5798
DN	79310660667931699	720575940610001220	720575940610001220	R	DNge173		bract			g	brain	GNG	GNG	11	5	126761	82279	5798
DN	80366741251080393	720575940627285267	720575940627285267	L	DNge174		bract			g	brain	GNG	GNG	11	5	137500	84227	5798
DN	79310660667936467	720575940645045527	720575940627285267	R	DNge174		bract			g	brain	GNG	GNG	11	5	126612	82255	5798
DN	80647529234409396	720575940637966424	720575940614572906	L	DNge175	DNge175		previously DNg06_a	MTD-II	g	brain	SAD_GNG	GNG	14	3	137257	74336	5798
DN	78958748093702613	720575940614572906	720575940614572906	R	DNge175	DNge175		previously DNg06_a	MTD-II	g	brain	SAD_GNG	GNG	14	3	123979	74826	5798
DN	81560055165744734	720575940632499757	720575940622838154	L	DNp01	DNp01	GF	Giant Fiber	none	p	brain	multi	multi	14	5	132816	75217	5798
DN	78183248597293996	720575940622838154	720575940622838154	R	DNp01	DNp01	GF	Giant Fiber	none	p	brain	multi	multi	14	5	130614	75314	5798
DN	81489892579980902	720575940620468718	720575940619654053	L	DNp02	DNp02	P3b		DLV	p	brain	multi	multi	14	4	135743	82627	5798
DN	78183867072322773	720575940619654053	720575940619654053	R	DNp02	DNp02	P3b		DLV	p	brain	multi	multi	14	4	128626	82086	5798
DN	80503767954952520	720575940628884496	720575940627645514	L	DNp03	DNp03			MTD-I	p	brain	PLP_PVLP	PLP	16	5	130055	75587	5798
DN	78955655649747543	720575940627645514	720575940627645514	R	DNp03	DNp03			MTD-I	p	brain	PLP_PVLP	PLP	16	5	133959	75875	5798
DN	81208692548200806	720575940629757036	720575940604954289	L	DNp04	DNp04			VTV	p	brain	PVLP	PLP	16	5	133228	83223	5798
DN	77901704901171447	720575940604954289	720575940604954289	R	DNp04	DNp04			VTV	p	brain	PVLP	PLP	16	5	131574	82314	5798
DN	80997517596266127	720575940626009852	720575940612203482	L	DNp05	DNp05	AMMC-Db2		MTD-I	p	brain	multi	multi	14	5	129640	74789	5798
DN	78816154978066998	720575940612203482	720575940612203482	R	DNp05	DNp05	AMMC-Db2		MTD-I	p	brain	multi	multi	14	5	134433	74743	5798
DN	81419729994659100	720575940611644529	720575940611644529	L	DNp06	DNp06	AMMC-Di5		DLV	p	brain	AVLP_PVLP	AVLP_AMMC_WED	14	5	133409	78757	5798
DN	77831473595740741	720575940622673860	720575940611644529	R	DNp06	DNp06	AMMC-Di5		DLV	p	brain	AVLP_PVLP	AVLP_AMMC_WED	14	5	131071	76631	5798
DN	80716042418361274	720575940622550089	720575940617034565	L	DNp07	DNp07			MTD-I	p	brain	SPS_PLP	PLP	16	4	129589	75550	5798
DN	78675005374032229	720575940617034565	720575940617034565	R	DNp07	DNp07			MTD-I	p	brain	SPS_PLP	PLP	16	4	133675	75554	5798
DN	81137842767736145	720575940633170643	720575940628498161	L	DNp08	DNp08			DMT	p	brain	multi	multi	16	5	138438	81671	5798
DN	78674936587791199	720575940628498161	720575940628498161	R	DNp08	DNp08			DMT	p	brain	multi	multi	16	5	126240	80048	5798
DN	81560261391300957	720575940627652358	720575940627652358	L	DNp09	DNp09			DLV	p	brain	multi	multi	16	4	135608	82057	5798
DN	78325154384117627	720575940635872101	720575940627652358	R	DNp09	DNp09			DLV	p	brain	multi	multi	16	4	129020	81491	5798
DN	79940199458671953	720575940619678366	720575940619678366	L	DNp10	DNp10			MTD-I	p	brain	multi	multi	16	5	130731	79318	5798
DN	79447549530059644	720575940620153765	720575940619678366	R	DNp10	DNp10			MTD-I	p	brain	multi	multi	16	5	133703	79461	5798
DN	80856230218421628	720575940625420986	720575940625420986	L	DNp101	DNp101				p	brain	multi	multi	16	4	131116	79698	5798
DN	78604499258372284	720575940631483695	720575940625420986	R	DNp101	DNp101				p	brain	multi	multi	16	4	133340	79734	5798
DN	80575030186145515	720575940610199781	720575940610199781	L	DNp102	DNp102				p	brain	SPS_IPS	PS_LAL	6	5	135046	76469	5798
DN	79026849094838290	720575940638637501	720575940610199781	R	DNp102	DNp102				p	brain	SPS_IPS	PS_LAL	6	5	129384	75598	5798
DN	81631385982970043	720575940610505006	720575940610505006	L	DNp103	DNp103			MDA	p	brain	multi	multi	16	5	131043	77940	5798
DN	78253273744252038	720575940623781127	720575940610505006	R	DNp103	DNp103			MDA	p	brain	multi	multi	16	5	132670	77325	5798
DN	80434155258735612	720575940623122125	720575940614137907	L	DNp104	DNp104				p	brain	multi	multi	16	5	133274	79652	5798
DN	79238092833242676	720575940614137907	720575940614137907	R	DNp104	DNp104				p	brain	multi	multi	16	5	131337	79522	5798
DN	81771779739098473	720575940629777018	720575940620054694	L	DNp11	DNp11	AMMC-Db3		MTD-I	p	brain	LO_PVLP	OC_LO	16	5	129585	75315	5798
DN	77549586436248099	720575940620054694	720575940620054694	R	DNp11	DNp11	AMMC-Db3		MTD-I	p	brain	LO_PVLP	OC_LO	16	5	134538	76439	5798
DN	80504180271850168	720575940629421159	720575940621804159	L	DNp12	DNp12			DLV	p	brain	multi	multi	14	5	134739	81683	5798
DN	78955724369273753	720575940621804159	720575940621804159	R	DNp12	DNp12			DLV	p	brain	multi	multi	14	5	129226	81651	5798
DN	80434223978206620	720575940625295339	720575940619486891	L	DNp13	DNp13	pMN1	descending neuron of the posterior brain DNp13 (female) [FBbt_00049942]	MTD-I	p	brain	multi	multi	16	5	130971	76925	5798
DN	78956823746742875	720575940619486891	720575940619486891	R	DNp13	DNp13	pMN1	descending neuron of the posterior brain DNp13 (female) [FBbt_00049942]	MTD-I	p	brain	multi	multi	16	5	133131	76869	5798
DN	81067473956721976	720575940620354836	720575940620354836	L	DNp14	DNp14			ITD	p	brain	multi	multi	12	5	137935	82285	5798
DN	78675005374033154	720575940640747352	720575940620354836	R	DNp14	DNp14			ITD	p	brain	multi	multi	12	5	125935	79888	5798
DN	81068367376733333	720575940623431351	720575940616293855	L	DNp15	DNp15	DNHS1		ITD	p	brain	IPS	PS_LAL	16	5	138348	77854	5798
DN	78887005026949842	720575940616293855	720575940616293855	R	DNp15	DNp15	DNHS1		ITD	p	brain	IPS	PS_LAL	16	5	125582	76530	5798
