class	supervoxel_id	root_id	group	side	type	Namiki_name	synonyms	comment	long_tract	soma_location	soma_division	neuropil	neuropilgroup	cluster	confidence_LM_1_5	x	y	z
DN	80504592722383748	720575940613748689	720575940605041330	L	DNp16	DNp16			ITD	p	brain	SPS_IPS	PS_LAL	6	5	134793	75029	5798
DN	80504592722382138	720575940605041330	720575940605041330	L	DNp16	DNp16			ITD	p	brain	SPS_IPS	PS_LAL	6	5	134775	75227	5798
DN	79026849094836941	720575940615219417	720575940605041330	R	DNp16	DNp16			ITD	p	brain	SPS_IPS	PS_LAL	6	5	129527	74777	5798
DN	79380342150085389	720575940618382529	720575940605041330	R	DNp16	DNp16			ITD	p	brain	SPS_IPS	PS_LAL	6	5	128277	73054	5311
DN	80504592655813532	720575940610010521	720575940607037635	L	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	135066	75655	5798
DN	80434223978206526	720575940628895787	720575940607037635	L	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	134860	75763	5798
DN	80434223978213280	720575940617696728	720575940607037635	L	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	134764	75612	5798
DN	80363786514560786	720575940633853559	720575940607037635	L	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	134941	75809	5798
DN	80434223978205473	720575940623992300	720575940607037635	L	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	134958	75737	5798
DN	80504592722378860	720575940625744784	720575940607037635	L	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	134906	75684	5798
DN	79167449144331898	720575940630071583	720575940607037635	R	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	129067	74943	5798
DN	79380342150081255	720575940623203004	720575940607037635	R	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	129150	74963	5798
DN	79027192625502851	720575940607037635	720575940607037635	R	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	129178	75184	5798
DN	79097492650050876	720575940630671734	720575940607037635	R	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	129246	75147	5798
DN	79380342150088614	720575940617802187	720575940607037635	R	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	129397	75070	5798
DN	79097561369617202	720575940628398202	720575940607037635	R	DNp17	DNp17			ITD	p	brain	IPS	PS_LAL	6	5	129170	75100	5798
DN	81208623762116907	720575940627949589	720575940618440000	L	DNp18	DNp18	AMMC-Di3		MTD-I	p	brain	multi	multi	6	5	134537	75945	5798
DN	79027467570308338	720575940618440000	720575940618440000	R	DNp18	DNp18	AMMC-Di3		MTD-I	p	brain	multi	multi	6	5	129209	75759	5798
DN	80785861540981152	720575940643487342	720575940616647483	L	DNp19	DNp19			MTD-I	p	brain	multi	multi	6	4	133955	75390	5798
DN	78745236746161304	720575940616647483	720575940616647483	R	DNp19	DNp19			MTD-I	p	brain	multi	multi	6	4	129072	75311	5798
DN	81067542675980764	720575940644166048	720575940629390123	L	DNp20	DNp20	DNOVS1		none	p	brain	IPS_SPS	PS_LAL	5	5	137985	74896	5798
DN	78604636629944134	720575940629390123	720575940629390123	R	DNp20	DNp20	DNOVS1		none	p	brain	IPS_SPS	PS_LAL	5	5	125386	73553	5801
DN	80998273510601758	720575940631225996	720575940615043368	L	DNp22	DNp22	DNOVS2		ITD	p	brain	IPS_SPS	PS_LAL	5	5	135362	75643	5798
DN	79098111259138593	720575940615043368	720575940615043368	R	DNp22	DNp22	DNOVS2		ITD	p	brain	IPS_SPS	PS_LAL	5	5	128903	75393	5798
DN	81348467762939619	720575940639428174	720575940610472146	L	DNp23	DNp23			DLV	p	brain	multi	multi	16	5	128619	81911	5798
DN	78041068134116811	720575940610472146	720575940610472146	R	DNp23	DNp23			DLV	p	brain	multi	multi	16	5	136199	83164	5798
DN	80293005386724228	720575940645176264	720575940623786376	L	DNp24	DNp24			MDA	p	brain	SLP_SCL	SMP_SLP	7	4	132939	78209	5798
DN	79027192424155642	720575940623786376	720575940623786376	R	DNp24	DNp24			MDA	p	brain	SLP_SCL	SMP_SLP	7	4	131448	79113	5798
DN	80504042832762364	720575940611782874	720575940611782874	L	DNp25	DNp25			MDA	p	brain	multi	multi	8	5	132919	77896	5798
DN	79237405504791667	720575940629509948	720575940611782874	R	DNp25	DNp25			MDA	p	brain	multi	multi	8	5	131156	78093	5798
DN	81067680115361935	720575940627732361	720575940619432261	L	DNp26	DNp26			MTD-I	p	brain	multi	multi	16	5	130203	75866	5798
DN	78745648928663306	720575940619432261	720575940619432261	R	DNp26	DNp26			MTD-I	p	brain	multi	multi	16	5	134072	76376	5798
DN	81982130192133153	720575940629413962	720575940628731140	L	DNp27	DNp27			DLV	p	brain	multi	multi	16	3	129031	81648	5798
DN	81137567487056041	720575940628731140	720575940628731140	R	DNp27	DNp27			DLV	p	brain	multi	multi	16	3	136665	82674	5798
DN	80574205418664836	720575940640142141	720575940621561697	L	DNp28	DNp28			MTD-I	p	brain	OCG	OC_LO	5	5	128873	75070	5798
DN	78955518210724337	720575940621561697	720575940621561697	R	DNp28	DNp28			MTD-I	p	brain	OCG	OC_LO	5	5	134900	76173	5798
DN	79169304302141680	720575940635549620	720575940622675421	L	DNp29	DNp29	NPFP1		VTV	p	brain	multi	multi	7	5	130901	83044	5798
DN	78815124118869569	720575940622675421	720575940622675421	R	DNp29	DNp29	NPFP1		VTV	p	brain	multi	multi	7	5	132446	82849	5798
DN	80434361417636123	720575940633228103	720575940620156283	L	DNp30	DNp30			MTD-I	p	brain	multi	multi	16	5	131125	76880	5798
DN	79097217839435706	720575940620156283	720575940620156283	R	DNp30	DNp30			MTD-I	p	brain	multi	multi	16	5	133736	74383	5798
DN	80856573882590026	720575940628132745	720575940628132745	L	DNp31	DNp31			MTD-II	p	brain	multi	multi	16	5	126504	73380	5801
DN	78957167411344126	720575940632189900	720575940628132745	R	DNp31	DNp31			MTD-II	p	brain	multi	multi	16	5	135435	74043	5797
DN	80575098838467494	720575940630610042	720575940630610042	L	DNp32	DNp32			VTV	p	brain	multi	multi	7	5	132783	82989	5798
DN	78183111158344757	720575940650929273	720575940630610042	R	DNp32	DNp32			VTV	p	brain	multi	multi	7	5	130994	82698	5798
DN	80926736401482876	720575940633165452	720575940604103084	L	DNp33	DNp33	AMMC-D1	AMMC-D1 PN	ITD	p	brain	SAD_IPS	PS_LAL	14	5	138229	81307	5798
DN	78604705349428421	720575940604103084	720575940604103084	R	DNp33	DNp33	AMMC-D1	AMMC-D1 PN	ITD	p	brain	SAD_IPS	PS_LAL	14	5	126097	79700	5798
DN	81067886340327217	720575940632903737	720575940632903737	L	DNp34	DNp34			MTD-I	p	brain	multi	multi	16	5	130710	80679	5798
DN	79027123838462477	720575940642894628	720575940632903737	R	DNp34	DNp34			MTD-I	p	brain	multi	multi	16	5	133925	79736	5798
DN	81349223811325979	720575940623276168	720575940623276168	L	DNp35	DNp35			DLV	p	brain	multi	multi	16	5	135962	82539	5798
DN	78252998866374764	720575940628437291	720575940623276168	R	DNp35	DNp35			DLV	p	brain	multi	multi	16	5	127579	82711	5799
DN	80856298937850551	720575940630992813	720575940624407944	L	DNp36	DNp36	pIP9		MDA	p	brain	multi	multi	16	5	131182	79442	5798
DN	78675348770060102	720575940624407944	720575940624407944	R	DNp36	DNp36	pIP9		MDA	p	brain	multi	multi	16	5	133156	79363	5798
DN	81067473956582933	720575940613170498	720575940613170498	L	DNp37	DNp37	vpoDN;pMN2	vpoDN (Wang 2021); adult doublesexp MN2  (female) neuron [FBbt_00048405]		p	brain	multi	multi	16	5	135364	81930	5798
DN	78182424231752991	720575940627496829	720575940613170498	R	DNp37	DNp37	vpoDN;pMN2	vpoDN (Wang 2021); adult doublesexp MN2  (female) neuron [FBbt_00048405]		p	brain	multi	multi	16	5	128177	82142	5798
DN	80434155258740500	720575940630236988	720575940630236988	L	DNp38	DNp38			MDA	p	brain	multi	multi	14	4	130893	79589	5798
DN	79026849094838399	720575940632422219	720575940630236988	R	DNp38	DNp38			MDA	p	brain	multi	multi	14	4	133447	79256	5798
DN	80856505230179557	720575940612557994	720575940612557994	L	DNp39	DNp39			MDA	p	brain	multi	multi	16	5	134161	79563	5798
DN	78534061794160001	720575940617750070	720575940612557994	R	DNp39	DNp39			MDA	p	brain	multi	multi	16	5	130437	78033	5798
DN	81208967426364700	720575940619152856	720575940619152856	L	DNp40	DNp40	DNp21		ITD	p	brain	IPS_SPS	PS_LAL	6	3	135280	75992	5798
DN	78253205359834796	720575940623467527	720575940619152856	R	DNp40	DNp40	DNp21		ITD	p	brain	IPS_SPS	PS_LAL	6	3	128869	75242	5798
DN	80926805254948560	720575940633953434	720575940627166851	L	DNp41	DNp41			ITD	p	brain	SPS_IPS	PS_LAL	6	5	133839	78184	5798
DN	80856230218353167	720575940632836675	720575940627166851	L	DNp41	DNp41			ITD	p	brain	SPS_IPS	PS_LAL	6	5	133896	77756	5798
DN	78604430538589618	720575940636933722	720575940627166851	R	DNp41	DNp41			ITD	p	brain	SPS_IPS	PS_LAL	6	5	129747	75302	5798
DN	78674661844153519	720575940627166851	720575940627166851	R	DNp41	DNp41			ITD	p	brain	SPS_IPS	PS_LAL	6	5	129961	75390	5798
DN	81208211512130176	720575940641148149	720575940618594022	L	DNp42	DNp42			DLV	p	brain	multi	multi	16	5	136230	83364	5798
DN	78393805207883235	720575940618594022	720575940618594022	R	DNp42	DNp42			DLV	p	brain	multi	multi	16	5	127780	82559	5798
DN	80786204936719730	720575940641278965	720575940631122191	L	DNp43	DNp43			VTV	p	brain	multi	multi	16	5	131987	82650	5798
DN	78604636428606863	720575940631122191	720575940631122191	R	DNp43	DNp43			VTV	p	brain	multi	multi	16	5	131035	82897	5798
DN	81137567487048110	720575940605725873	720575940605725873	L	DNp44	DNp44			MDA	p	brain	multi	multi	8	5	133150	79660	5798
DN	78674593057516532	720575940627582724	720575940605725873	R	DNp44	DNp44			MDA	p	brain	multi	multi	8	5	131403	79613	5798
DN	81842148684788610	720575940617280657	720575940617280657	L	DNp45	DNp45			VTV	p	brain	multi	multi	16	5	132904	77754	5798
DN	77971867486689037	720575940624426680	720575940617280657	R	DNp45	DNp45			VTV	p	brain	multi	multi	16	5	131074	76241	5798
DN	80504042832557820	720575940623582867	720575940620369517	L	DNp46	DNp46			MDA	p	brain	multi	multi	16	4	131210	78178	5798
DN	79096461790884936	720575940620369517	720575940620369517	R	DNp46	DNp46			MDA	p	brain	multi	multi	16	4	132657	77814	5798
DN	81419661341792485	720575940620038779	720575940615251251	L	DNp47	DNp47			DMT	p	brain	multi	multi	16	5	137467	81902	5798
DN	78885699155466025	720575940615251251	720575940615251251	R	DNp47	DNp47			DMT	p	brain	multi	multi	16	5	128582	80921	5798
DN	80504042832543888	720575940621031006	720575940613403890	L	DNp48	DNp48			MDA	p	brain	SMP_CRE	SMP_SLP	7	5	131301	77658	5798
DN	79096255632535008	720575940613403890	720575940613403890	R	DNp48	DNp48			MDA	p	brain	SMP_CRE	SMP_SLP	7	5	132706	77659	5798
DN	81278580256264083	720575940625747812	720575940625539984	L	DNp49	DNp49			DLV	p	brain	multi	multi	16	5	135973	82269	5798
DN	78534542629605638	720575940625539984	720575940625539984	R	DNp49	DNp49			DLV	p	brain	multi	multi	16	5	129863	81257	5798
DN	79729436823540517	720575940640331472	720575940610236514	L	MDN	DNp50	DNp50		MTD-I	p	brain	multi	multi	16	5	130948	77317	5798
DN	79729368037511443	720575940610236514	720575940610236514	L	MDN	DNp50	DNp50		MTD-I	p	brain	multi	multi	16	5	130860	77057	5798
DN	79658999293380042	720575940631082808	720575940610236514	R	MDN	DNp50	DNp50		MTD-I	p	brain	multi	multi	16	5	133306	77835	5798
DN	79517918207273132	720575940616026939	720575940610236514	R	MDN	DNp50	DNp50		MTD-I	p	brain	multi	multi	16	5	132768	76838	5798
DN	80856299071480805	720575940636651376	720575940612682467	L	DNp51	DNp51			MTD-I	p	brain	IPS_SPS	PS_LAL	16	5	134802	76440	5798
DN	78674799282550292	720575940612682467	720575940612682467	R	DNp51	DNp51			MTD-I	p	brain	IPS_SPS	PS_LAL	16	5	129545	75759	5798
DN	80221949313892745	720575940625513360	720575940616886301	L	DNp52	DNp52				p	brain	multi	multi	16	5	132796	79414	5798
DN	79518193219091190	720575940616886301	720575940616886301	R	DNp52	DNp52				p	brain	multi	multi	16	5	131112	78355	5798
DN	80081211825504826	720575940624861072	720575940624861072	L	DNp53	DNp53			ITD	p	brain	multi	multi	6	5	128426	74264	5424
DN	79377730675757089	720575940627055303	720575940624861072	R	DNp53	DNp53			ITD	p	brain	multi	multi	6	5	135235	75156	5798
DN	80433124332671055	720575940618398533	720575940618398533	L	DNp54	DNp54			MDA	p	brain	multi	multi	16	5	133342	79025	5798
DN	79096186913151984	720575940630346860	720575940618398533	R	DNp54	DNp54			MDA	p	brain	multi	multi	16	5	130982	78297	5798
DN	80997105212329313	720575940617245652	720575940617245652	L	DNp55	DNp55			DLV	p	brain	AVLP_SAD	AVLP_AMMC_WED	14	5	135543	82400	5798
DN	78534199233127077	720575940643347616	720575940617245652	R	DNp55	DNp55			DLV	p	brain	AVLP_SAD	AVLP_AMMC_WED	14	5	127879	82355	5798
DN	80222155538911173	720575940637126007	720575940629312300	L	DNp56	DNp56			none	p	brain	VES_WED	VES	15	5	136060	81698	5798
DN	79307361864964887	720575940629312300	720575940629312300	R	DNp56	DNp56			none	p	brain	VES_WED	VES	15	5	127532	81377	5798
DN	81138048859523869	720575940629170250	720575940629170250	L	DNp57	DNp57			MTD-I	p	brain	SPS	PS_LAL	16	5	131383	76162	5798
DN	78815948886893194	720575940646814340	720575940629170250	R	DNp57	DNp57			MTD-I	p	brain	SPS	PS_LAL	16	5	133030	77028	5798
DN	79730673506142954	720575940618936710	720575940618936710	L	DNp58	DNp58			CVL	p	brain	FLA_PRW	PRW_FLA	2	5	126054	82779	5799
DN	78041068134114239	720575940631309866	720575940618936710	R	DNp58	DNp58			CVL	p	brain	FLA_PRW	PRW_FLA	2	5	136628	84847	5798
DN	79940405684216305	720575940614581410	720575940614581410	L	DNp59	DNp59			MDA	p	brain	multi	multi	16	5	132950	79131	5798
DN	79236580803640233	720575940645258606	720575940614581410	R	DNp59	DNp59			MDA	p	brain	multi	multi	16	5	131047	78491	5798
DN	79660167322920987	720575940626859283	720575940615692690	L	DNp60	DNp60			DLV	p	brain	multi	multi	16	4	128303	82128	5798
DN	78533649142183881	720575940615692690	720575940615692690	R	DNp60	DNp60			DLV	p	brain	multi	multi	16	4	135422	82116	5798
DN	80082586416031428	720575940617904208	720575940617904208	L	DNp62	DNp62			MTD-I	p	brain	multi	multi	7	5	131120	77127	5798
DN	79238298991707533	720575940635640312	720575940617904208	R	DNp62	DNp62			MTD-I	p	brain	multi	multi	7	5	132799	77064	5798
DN	80504042832558280	720575940625345511	720575940625345511	L	DNp63	DNp63			MDA	p	brain	multi	multi	16	4	131629	79000	5798
DN	79096530510353855	720575940636610671	720575940625345511	R	DNp63	DNp63			MDA	p	brain	multi	multi	16	4	132730	78336	5798
DN	79591654407216605	720575940629846722	720575940629846722	L	DNp64	DNp64			MDA	p	brain	multi	multi	16	5	131718	78934	5798
DN	78041068134100775	720575940639789475	720575940629846722	R	DNp64	DNp64			MDA	p	brain	multi	multi	16	5	132390	77391	5798
DN	80292867947847335	720575940620878785	720575940620878785	L	DNp65	DNp65			MDA	p	brain	PRW_FLA	PRW_FLA	2	5	132426	78520	5798
DN	79379998150702307	720575940623925173	720575940620878785	R	DNp65	DNp65			MDA	p	brain	PRW_FLA	PRW_FLA	2	5	131247	78502	5798
DN	81561223397269120	720575940628858640	720575940626562833	L	DNp66	DNp66				p	brain	AVLP_ICL	AVLP_AMMC_WED	16	5	127910	82763	5799
DN	77971798767546901	720575940626562833	720575940626562833	R	DNp66	DNp66				p	brain	AVLP_ICL	AVLP_AMMC_WED	16	5	136041	83501	5798
DN	79660167322918416	720575940630221509	720575940620582260	L	DNp67	DNp67			DLV	p	brain	multi	multi	16	5	128425	82130	5798
DN	78041068134103546	720575940620582260	720575940620582260	R	DNp67	DNp67			DLV	p	brain	multi	multi	16	5	135470	81830	5798
DN	81348467762938519	720575940617952034	720575940615378700	L	DNp68	DNp68			MDA	p	brain	multi	multi	16	5	131395	78357	5798
DN	78533786647997093	720575940615378700	720575940615378700	R	DNp68	DNp68			MDA	p	brain	multi	multi	16	5	132833	78513	5798
DN	81349361317042346	720575940617809181	720575940617809181	L	DNp69	DNp69			VTV	p	brain	multi	multi	16	5	132481	83034	5798
DN	78323367677140648	720575940641173632	720575940617809181	R	DNp69	DNp69			VTV	p	brain	multi	multi	16	5	131172	82474	5798
DN	81419592555610217	720575940618314897	720575940618314897	L	DNp70	DNp70			DLV	p	brain	multi	multi	16	5	136280	82877	5798
DN	78182767560986243	720575940624349993	720575940618314897	R	DNp70	DNp70			DLV	p	brain	multi	multi	16	5	128913	81746	5798
DN	81419455116468053	720575940633095137	720575940625673196	L	DNp71	DNp71			DLV	p	brain	multi	multi	16	5	136370	83241	5798
DN	78182630122029329	720575940625673196	720575940625673196	R	DNp71	DNp71			DLV	p	brain	multi	multi	16	5	127781	82727	5799
DN	79870243031661799	720575940641237632	720575940641237632	L	DNp72	DNp72			ITD	p	brain	IPS	PS_LAL	6	5	137948	81497	5798
DN	80574961400044901	720575940629586417	720575940629586417	L	DNp73	DNp73			MTD-I	p	brain	SAD_AMMC	AVLP_AMMC_WED	14	5	129085	75142	5798
DN	79026780375374491	720575940655587489	720575940629586417	R	DNp73	DNp73			MTD-I	p	brain	SAD_AMMC	AVLP_AMMC_WED	14	5	134471	76847	5798
DN	81489755208218990	720575940620561840	720575940620561840	L	DNpe001					p	brain	IB_SPS	PS_LAL	16		138657	81109	5798
DN	78252861762502929	720575940630106309	720575940620561840	R	DNpe001					p	brain	IB_SPS	PS_LAL	16		126350	80298	5798
DN	80997448810141158	720575940620642940	720575940620642940	L	DNpe002					p	brain	multi	multi	15		138454	81428	5798
DN	78674936654572036	720575940629428215	720575940620642940	R	DNpe002					p	brain	multi	multi	15		126176	80138	5798
DN	81208211444940917	720575940644022551	720575940612311987	L	DNpe003					p	brain	VES_GNG	VES	16		138501	81285	5798
DN	81067336517464863	720575940633488153	720575940612311987	L	DNpe003					p	brain	VES_GNG	VES	16		137637	82229	5798
DN	78182355512348849	720575940612311987	720575940612311987	R	DNpe003					p	brain	VES_GNG	VES	16		127666	81246	5798
DN	78534267885799432	720575940616649845	720575940612311987	R	DNpe003					p	brain	VES_GNG	VES	16		126709	80693	5798
DN	80575373850747956	720575940605009097	720575940605009097	L	DNpe004					p	brain	SPS_IPS	PS_LAL	6		134685	77095	5798
DN	78675142946940427	720575940635464343	720575940605009097	R	DNpe004					p	brain	SPS_IPS	PS_LAL	6		127685	76190	5798
DN	81208280231445305	720575940613915823	720575940613636325	L	DNpe005					p	brain	multi	multi	16		135309	81187	5798
DN	78393530531327698	720575940613636325	720575940613636325	R	DNpe005					p	brain	multi	multi	16		127437	81225	5798
DN	81067474023458552	720575940638013274	720575940630425083	L	DNpe006					p	brain	multi	multi	16		136455	82783	5798
DN	78534199166305313	720575940630425083	720575940630425083	R	DNpe006					p	brain	multi	multi	16		127545	82088	5798
DN	81419455116310449	720575940624404872	720575940624404872	L	DNpe007					p	brain	GNG_PRW	PRW_FLA	1		136525	82956	5798
DN	78112124072957018	720575940635210859	720575940624404872	R	DNpe007					p	brain	GNG_PRW	PRW_FLA	1		127698	82256	5798
DN	80434223978203876	720575940621270410	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134931	75574	5798
DN	80504592722387890	720575940618706603	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134745	75689	5798
DN	80434223978210600	720575940613200706	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134681	75778	5798
DN	80434223978197251	720575940609316050	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134899	75312	5798
DN	80434223978195741	720575940632989291	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134835	75358	5798
DN	80434223978200250	720575940613731270	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134635	75610	5798
DN	80434155258731041	720575940625467280	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134864	75845	5798
DN	80434223978211879	720575940626165489	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134937	75372	5798
DN	80434223978200192	720575940611102437	720575940602864300	L	DNpe008					p	brain	IPS	PS_LAL	6		134874	75412	5798
DN	79380342150062563	720575940627560236	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129269	75067	5798
DN	79380342150086947	720575940619790975	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129271	74953	5798
DN	79097492649966465	720575940619341744	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129231	74991	5798
DN	79380342150085638	720575940624655285	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129217	74904	5798
DN	79380410869566813	720575940617802699	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129303	74920	5798
DN	79380342150081203	720575940611886289	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129078	74779	5798
DN	79380342150054473	720575940625890812	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129304	74996	5798
DN	79097423930404749	720575940622917351	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		129317	74823	5798
DN	79450710894252079	720575940602864300	720575940602864300	R	DNpe008					p	brain	IPS	PS_LAL	6		128572	73204	5311
DN	80504592722385212	720575940613632153	720575940604284128	L	DNpe009					p	brain	IPS_SPS	PS_LAL	6		134554	75460	5798
DN	80504592722387912	720575940614587990	720575940604284128	L	DNpe009					p	brain	IPS_SPS	PS_LAL	6		135028	75816	5798
DN	80504592722385191	720575940623052728	720575940604284128	L	DNpe009					p	brain	IPS_SPS	PS_LAL	6		135043	75764	5798
DN	80504592722386623	720575940604284128	720575940604284128	L	DNpe009					p	brain	IPS_SPS	PS_LAL	6		134756	75106	5798
DN	79097217839038077	720575940619315888	720575940604284128	R	DNpe009					p	brain	IPS_SPS	PS_LAL	6		128371	73288	5326
DN	79097217839039222	720575940631720417	720575940604284128	R	DNpe009					p	brain	IPS_SPS	PS_LAL	6		129159	75036	5798
DN	79380342150077911	720575940619090541	720575940604284128	R	DNpe009					p	brain	IPS_SPS	PS_LAL	6		129015	74883	5798
DN	79450779613726008	720575940618870881	720575940604284128	R	DNpe009					p	brain	IPS_SPS	PS_LAL	6		129370	74967	5798
DN	81208211445172961	720575940617030585	720575940617030585	L	DNpe010					p	brain	multi	multi	16		136674	83067	5798
DN	78534061727551984	720575940639919824	720575940617030585	R	DNpe010					p	brain	multi	multi	16		128774	81713	5798
DN	80504592722393438	720575940627542316	720575940607854793	L	DNpe011					p	brain	SPS_IPS	PS_LAL	6		134639	75254	5798
DN	80434223978212212	720575940630078031	720575940607854793	L	DNpe011					p	brain	SPS_IPS	PS_LAL	6		134629	75106	5798
DN	80434223978193597	720575940622437671	720575940607854793	L	DNpe011					p	brain	SPS_IPS	PS_LAL	6		135043	75337	5798
DN	79026849094838267	720575940607854793	720575940607854793	R	DNpe011					p	brain	SPS_IPS	PS_LAL	6		129510	74888	5798
DN	79026849094845957	720575940608332674	720575940607854793	R	DNpe011					p	brain	SPS_IPS	PS_LAL	6		129346	74891	5798
DN	79097217839040566	720575940619089005	720575940607854793	R	DNpe011					p	brain	SPS_IPS	PS_LAL	6		129329	75115	5798
DN	79097149119561077	720575940615502604	720575940607854793	R	DNpe011					p	brain	SPS_IPS	PS_LAL	6		129018	74823	5798
DN	80504592722393515	720575940639789731	720575940607971337	L	DNpe012					p	brain	SPS_IPS	PS_LAL	6		134606	74948	5798
DN	80504592722392182	720575940623528842	720575940607971337	L	DNpe012					p	brain	SPS_IPS	PS_LAL	6		135105	75566	5798
DN	80504592722383861	720575940629686339	720575940607971337	L	DNpe012					p	brain	SPS_IPS	PS_LAL	6		134585	75684	5798
DN	80434223978214940	720575940635405719	720575940607971337	L	DNpe012					p	brain	SPS_IPS	PS_LAL	6		134693	74979	5798
DN	79097217839036696	720575940629782072	720575940607971337	R	DNpe012					p	brain	SPS_IPS	PS_LAL	6		129760	74803	5798
DN	79027055186356578	720575940622836970	720575940607971337	R	DNpe012					p	brain	SPS_IPS	PS_LAL	6		129537	74671	5798
DN	79026849094836999	720575940607971337	720575940607971337	R	DNpe012					p	brain	SPS_IPS	PS_LAL	6		129833	74802	5798
DN	79450779613737219	720575940615058216	720575940607971337	R	DNpe012					p	brain	SPS_IPS	PS_LAL	6		129213	74733	5798
DN	79940474403634974	720575940636879534	720575940636479863	L	DNpe013					p	brain	multi	multi	6		129703	75177	5798
DN	79307499370759941	720575940636479863	720575940636479863	R	DNpe013					p	brain	multi	multi	6		134891	74950	5798
DN	80785517943866596	720575940619548799	720575940619548799	L	DNpe014					p	brain	SPS_IPS	PS_LAL	6		134535	75012	5798
DN	80926324151742240	720575940628796780	720575940619548799	L	DNpe014					p	brain	SPS_IPS	PS_LAL	6		134939	75160	5798
DN	78604293032851573	720575940623153788	720575940619548799	R	DNpe014					p	brain	SPS_IPS	PS_LAL	6		129203	75377	5798
DN	78534061727557129	720575940627924227	720575940619548799	R	DNpe014					p	brain	SPS_IPS	PS_LAL	6		129101	75596	5798
DN	80434223978213159	720575940614147701	720575940603489824	L	DNpe015					p	brain	IPS_SPS	PS_LAL	6		134589	75528	5798
DN	80434223978210798	720575940618402694	720575940603489824	L	DNpe015					p	brain	IPS_SPS	PS_LAL	6		134652	75422	5798
DN	80434223978210607	720575940619024816	720575940603489824	L	DNpe015					p	brain	IPS_SPS	PS_LAL	6		134637	75487	5798
DN	80434223978198679	720575940640128720	720575940603489824	L	DNpe015					p	brain	IPS_SPS	PS_LAL	6		134691	75356	5798
DN	80504592722393340	720575940621304723	720575940603489824	L	DNpe015					p	brain	IPS_SPS	PS_LAL	6		134779	75551	5798
DN	79450710894257886	720575940618550699	720575940603489824	R	DNpe015					p	brain	IPS_SPS	PS_LAL	6		129335	74747	5798
DN	79450779613704519	720575940622505511	720575940603489824	R	DNpe015					p	brain	IPS_SPS	PS_LAL	6		129409	74714	5798
DN	79380342150061748	720575940615794077	720575940603489824	R	DNpe015					p	brain	IPS_SPS	PS_LAL	6		129239	74825	5798
DN	79027055186173948	720575940615630237	720575940603489824	R	DNpe015					p	brain	IPS_SPS	PS_LAL	6		129438	74765	5798
DN	79309560955087767	720575940603489824	720575940603489824	R	DNpe015					p	brain	IPS_SPS	PS_LAL	6		129126	74808	5798
DN	80504661441870543	720575940614236200	720575940614236200	L	DNpe016					p	brain	multi	multi	16		134123	76931	5798
DN	79026917747416382	720575940623556755	720575940614236200	R	DNpe016					p	brain	multi	multi	16		129539	75118	5798
DN	81209173584672271	720575940631925156	720575940629866283	L	DNpe017					p	brain	SPS_IPS	PS_LAL	6		134347	75264	5798
DN	78816705002248517	720575940629866283	720575940629866283	R	DNpe017					p	brain	SPS_IPS	PS_LAL	6		129414	75390	5798
DN	80434223978201700	720575940608877266	720575940606756309	L	DNpe018					p	brain	GOR_SPS	PS_LAL	16		134978	75920	5798
DN	79380342150081124	720575940606756309	720575940606756309	R	DNpe018					p	brain	GOR_SPS	PS_LAL	16		128992	74792	5798
DN	80786205205520659	720575940636592302	720575940627620593	L	DNpe019					p	brain	IPS_SPS	PS_LAL	16		134103	76105	5798
DN	78604636763748234	720575940627620593	720575940627620593	R	DNpe019					p	brain	IPS_SPS	PS_LAL	16		129575	75886	5798
DN	79729505543088518	720575940623125628	720575940623125628	L	DNpe020					p	brain	multi	multi	16		129574	80619	5798
